0.000000 	 1.000000 	 0.000000 	 0.000000 
0.010000 	 0.999975 	 0.005000 	 0.000012 
0.020000 	 0.999900 	 0.009999 	 0.000050 
0.030000 	 0.999775 	 0.014998 	 0.000112 
0.040000 	 0.999600 	 0.019996 	 0.000200 
0.050000 	 0.999375 	 0.024992 	 0.000312 
0.060000 	 0.999100 	 0.029987 	 0.000450 
0.070000 	 0.998775 	 0.034979 	 0.000612 
0.080000 	 0.998401 	 0.039968 	 0.000800 
0.090000 	 0.997976 	 0.044954 	 0.001012 
0.100000 	 0.997502 	 0.049938 	 0.001249 
0.110000 	 0.996977 	 0.054917 	 0.001511 
0.120000 	 0.996403 	 0.059892 	 0.001798 
0.130000 	 0.995779 	 0.064863 	 0.002110 
0.140000 	 0.995106 	 0.069829 	 0.002446 
0.150000 	 0.994383 	 0.074789 	 0.002807 
0.160000 	 0.993610 	 0.079744 	 0.003193 
0.170000 	 0.992788 	 0.084693 	 0.003604 
0.180000 	 0.991916 	 0.089636 	 0.004039 
0.190000 	 0.990995 	 0.094572 	 0.004499 
0.200000 	 0.990025 	 0.099501 	 0.004983 
0.210000 	 0.989005 	 0.104422 	 0.005492 
0.220000 	 0.987937 	 0.109336 	 0.006026 
0.230000 	 0.986819 	 0.114241 	 0.006583 
0.240000 	 0.985652 	 0.119138 	 0.007166 
0.250000 	 0.984436 	 0.124026 	 0.007772 
0.260000 	 0.983171 	 0.128905 	 0.008403 
0.270000 	 0.981858 	 0.133774 	 0.009057 
0.280000 	 0.980496 	 0.138632 	 0.009736 
0.290000 	 0.979085 	 0.143481 	 0.010439 
0.300000 	 0.977626 	 0.148319 	 0.011166 
0.310000 	 0.976119 	 0.153146 	 0.011917 
0.320000 	 0.974563 	 0.157961 	 0.012691 
0.330000 	 0.972960 	 0.162764 	 0.013489 
0.340000 	 0.971308 	 0.167555 	 0.014311 
0.350000 	 0.969609 	 0.172334 	 0.015157 
0.360000 	 0.967861 	 0.177100 	 0.016026 
0.370000 	 0.966067 	 0.181852 	 0.016918 
0.380000 	 0.964225 	 0.186591 	 0.017834 
0.390000 	 0.962335 	 0.191316 	 0.018773 
0.400000 	 0.960398 	 0.196027 	 0.019735 
0.410000 	 0.958414 	 0.200722 	 0.020720 
0.420000 	 0.956384 	 0.205403 	 0.021728 
0.430000 	 0.954306 	 0.210069 	 0.022758 
0.440000 	 0.952182 	 0.214719 	 0.023812 
0.450000 	 0.950012 	 0.219352 	 0.024888 
0.460000 	 0.947796 	 0.223970 	 0.025987 
0.470000 	 0.945533 	 0.228570 	 0.027108 
0.480000 	 0.943224 	 0.233154 	 0.028251 
0.490000 	 0.940870 	 0.237720 	 0.029416 
0.500000 	 0.938470 	 0.242268 	 0.030604 
0.510000 	 0.936024 	 0.246799 	 0.031813 
0.520000 	 0.933534 	 0.251310 	 0.033045 
0.530000 	 0.930998 	 0.255803 	 0.034298 
0.540000 	 0.928418 	 0.260277 	 0.035572 
0.550000 	 0.925793 	 0.264732 	 0.036868 
0.560000 	 0.923123 	 0.269166 	 0.038186 
0.570000 	 0.920410 	 0.273581 	 0.039524 
0.580000 	 0.917652 	 0.277975 	 0.040883 
0.590000 	 0.914850 	 0.282349 	 0.042264 
0.600000 	 0.912005 	 0.286701 	 0.043665 
0.610000 	 0.909116 	 0.291032 	 0.045087 
0.620000 	 0.906184 	 0.295341 	 0.046529 
0.630000 	 0.903210 	 0.299628 	 0.047992 
0.640000 	 0.900192 	 0.303893 	 0.049475 
0.650000 	 0.897132 	 0.308135 	 0.050977 
0.660000 	 0.894029 	 0.312355 	 0.052500 
0.670000 	 0.890885 	 0.316550 	 0.054043 
0.680000 	 0.887698 	 0.320723 	 0.055605 
0.690000 	 0.884470 	 0.324871 	 0.057186 
0.700000 	 0.881201 	 0.328996 	 0.058787 
0.710000 	 0.877891 	 0.333095 	 0.060407 
0.720000 	 0.874539 	 0.337170 	 0.062046 
0.730000 	 0.871147 	 0.341220 	 0.063703 
0.740000 	 0.867715 	 0.345245 	 0.065379 
0.750000 	 0.864242 	 0.349243 	 0.067074 
0.760000 	 0.860730 	 0.353216 	 0.068787 
0.770000 	 0.857178 	 0.357163 	 0.070518 
0.780000 	 0.853587 	 0.361083 	 0.072267 
0.790000 	 0.849957 	 0.364976 	 0.074033 
0.800000 	 0.846287 	 0.368842 	 0.075818 
0.810000 	 0.842580 	 0.372680 	 0.077619 
0.820000 	 0.838834 	 0.376491 	 0.079438 
0.830000 	 0.835050 	 0.380274 	 0.081274 
0.839999 	 0.831229 	 0.384029 	 0.083127 
0.849999 	 0.827370 	 0.387755 	 0.084996 
0.859999 	 0.823474 	 0.391453 	 0.086882 
0.869999 	 0.819541 	 0.395121 	 0.088784 
0.879999 	 0.815571 	 0.398760 	 0.090702 
0.889999 	 0.811566 	 0.402370 	 0.092636 
0.899999 	 0.807524 	 0.405949 	 0.094586 
0.909999 	 0.803447 	 0.409499 	 0.096551 
0.919999 	 0.799334 	 0.413018 	 0.098532 
0.929999 	 0.795187 	 0.416507 	 0.100528 
0.939999 	 0.791004 	 0.419965 	 0.102538 
0.949999 	 0.786787 	 0.423391 	 0.104564 
0.959999 	 0.782536 	 0.426787 	 0.106603 
0.969999 	 0.778252 	 0.430151 	 0.108658 
0.979999 	 0.773934 	 0.433483 	 0.110726 
0.989999 	 0.769582 	 0.436783 	 0.112808 
0.999999 	 0.765198 	 0.440050 	 0.114903 
1.009999 	 0.760781 	 0.443286 	 0.117012 
1.019999 	 0.756332 	 0.446488 	 0.119135 
1.029999 	 0.751852 	 0.449657 	 0.121270 
1.039999 	 0.747339 	 0.452794 	 0.123418 
1.049999 	 0.742796 	 0.455897 	 0.125579 
1.059999 	 0.738222 	 0.458966 	 0.127752 
1.069999 	 0.733617 	 0.462001 	 0.129938 
1.079999 	 0.728982 	 0.465003 	 0.132135 
1.089999 	 0.724317 	 0.467970 	 0.134344 
1.099999 	 0.719622 	 0.470902 	 0.136564 
1.109999 	 0.714899 	 0.473800 	 0.138796 
1.119999 	 0.710146 	 0.476663 	 0.141038 
1.129999 	 0.705366 	 0.479491 	 0.143292 
1.139999 	 0.700557 	 0.482284 	 0.145556 
1.149999 	 0.695720 	 0.485041 	 0.147830 
1.159999 	 0.690856 	 0.487763 	 0.150115 
1.169999 	 0.685965 	 0.490448 	 0.152409 
1.179999 	 0.681047 	 0.493098 	 0.154713 
1.189999 	 0.676103 	 0.495712 	 0.157026 
1.199999 	 0.671133 	 0.498289 	 0.159349 
1.209999 	 0.666138 	 0.500830 	 0.161680 
1.219999 	 0.661117 	 0.503333 	 0.164021 
1.229999 	 0.656071 	 0.505800 	 0.166369 
1.239999 	 0.651001 	 0.508230 	 0.168726 
1.249999 	 0.645906 	 0.510623 	 0.171091 
1.259999 	 0.640788 	 0.512978 	 0.173464 
1.269999 	 0.635647 	 0.515296 	 0.175844 
1.279999 	 0.630483 	 0.517576 	 0.178231 
1.289999 	 0.625296 	 0.519819 	 0.180625 
1.299999 	 0.620086 	 0.522023 	 0.183027 
1.309999 	 0.614855 	 0.524189 	 0.185434 
1.319999 	 0.609603 	 0.526317 	 0.187848 
1.329999 	 0.604329 	 0.528407 	 0.190268 
1.339999 	 0.599035 	 0.530458 	 0.192694 
1.349999 	 0.593720 	 0.532470 	 0.195125 
1.359999 	 0.588386 	 0.534444 	 0.197562 
1.369999 	 0.583031 	 0.536378 	 0.200003 
1.379999 	 0.577658 	 0.538274 	 0.202450 
1.389999 	 0.572266 	 0.540130 	 0.204900 
1.399999 	 0.566856 	 0.541948 	 0.207356 
1.409999 	 0.561427 	 0.543725 	 0.209815 
1.419999 	 0.555981 	 0.545464 	 0.212278 
1.429999 	 0.550518 	 0.547162 	 0.214744 
1.439999 	 0.545038 	 0.548821 	 0.217214 
1.449999 	 0.539542 	 0.550441 	 0.219687 
1.459999 	 0.534029 	 0.552020 	 0.222163 
1.469999 	 0.528502 	 0.553559 	 0.224641 
1.479999 	 0.522958 	 0.555058 	 0.227121 
1.489999 	 0.517401 	 0.556518 	 0.229603 
1.499999 	 0.511828 	 0.557936 	 0.232087 
1.509999 	 0.506242 	 0.559315 	 0.234573 
1.519999 	 0.500642 	 0.560653 	 0.237060 
1.529999 	 0.495029 	 0.561951 	 0.239548 
1.539999 	 0.489403 	 0.563208 	 0.242036 
1.549999 	 0.483765 	 0.564424 	 0.244525 
1.559999 	 0.478115 	 0.565600 	 0.247014 
1.569999 	 0.472453 	 0.566735 	 0.249503 
1.579999 	 0.466780 	 0.567830 	 0.251992 
1.589999 	 0.461097 	 0.568883 	 0.254480 
1.599999 	 0.455403 	 0.569896 	 0.256967 
1.609999 	 0.449699 	 0.570867 	 0.259454 
1.619999 	 0.443986 	 0.571798 	 0.261939 
1.629999 	 0.438263 	 0.572688 	 0.264422 
1.639999 	 0.432532 	 0.573537 	 0.266903 
1.649999 	 0.426793 	 0.574344 	 0.269383 
1.659999 	 0.421045 	 0.575111 	 0.271860 
1.669999 	 0.415291 	 0.575836 	 0.274334 
1.679999 	 0.409529 	 0.576520 	 0.276805 
1.689999 	 0.403760 	 0.577163 	 0.279274 
1.699999 	 0.397986 	 0.577765 	 0.281739 
1.709999 	 0.392205 	 0.578326 	 0.284200 
1.719999 	 0.386419 	 0.578845 	 0.286657 
1.729999 	 0.380628 	 0.579323 	 0.289110 
1.739999 	 0.374833 	 0.579760 	 0.291559 
1.749999 	 0.369033 	 0.580156 	 0.294003 
1.759999 	 0.363230 	 0.580511 	 0.296442 
1.769999 	 0.357423 	 0.580824 	 0.298876 
1.779999 	 0.351614 	 0.581096 	 0.301304 
1.789999 	 0.345801 	 0.581327 	 0.303727 
1.799999 	 0.339987 	 0.581517 	 0.306143 
1.809999 	 0.334171 	 0.581665 	 0.308554 
1.819999 	 0.328354 	 0.581773 	 0.310958 
1.829999 	 0.322536 	 0.581839 	 0.313355 
1.839999 	 0.316717 	 0.581865 	 0.315745 
1.849999 	 0.310899 	 0.581849 	 0.318128 
1.859999 	 0.305081 	 0.581793 	 0.320503 
1.869999 	 0.299263 	 0.581695 	 0.322871 
1.879999 	 0.293447 	 0.581557 	 0.325231 
1.889999 	 0.287632 	 0.581377 	 0.327582 
1.899999 	 0.281819 	 0.581157 	 0.329925 
1.909999 	 0.276009 	 0.580896 	 0.332260 
1.919999 	 0.270202 	 0.580595 	 0.334585 
1.929999 	 0.264397 	 0.580252 	 0.336901 
1.939999 	 0.258597 	 0.579870 	 0.339207 
1.949998 	 0.252800 	 0.579446 	 0.341504 
1.959998 	 0.247008 	 0.578983 	 0.343791 
1.969998 	 0.241221 	 0.578479 	 0.346068 
1.979998 	 0.235439 	 0.577934 	 0.348334 
1.989998 	 0.229662 	 0.577350 	 0.350589 
1.999998 	 0.223892 	 0.576725 	 0.352834 
2.009999 	 0.218128 	 0.576060 	 0.355067 
2.019999 	 0.212371 	 0.575356 	 0.357289 
2.029999 	 0.206621 	 0.574611 	 0.359499 
2.039999 	 0.200878 	 0.573827 	 0.361697 
2.049999 	 0.195144 	 0.573003 	 0.363883 
2.059999 	 0.189419 	 0.572139 	 0.366057 
2.069999 	 0.183702 	 0.571237 	 0.368218 
2.079998 	 0.177994 	 0.570294 	 0.370366 
2.089998 	 0.172296 	 0.569313 	 0.372501 
2.099998 	 0.166608 	 0.568292 	 0.374623 
2.109998 	 0.160930 	 0.567233 	 0.376732 
2.119998 	 0.155263 	 0.566134 	 0.378826 
2.129998 	 0.149608 	 0.564997 	 0.380906 
2.139998 	 0.143964 	 0.563821 	 0.382973 
2.149998 	 0.138331 	 0.562607 	 0.385024 
2.159998 	 0.132712 	 0.561355 	 0.387062 
2.169998 	 0.127104 	 0.560064 	 0.389084 
2.179998 	 0.121510 	 0.558735 	 0.391091 
2.189998 	 0.115930 	 0.557368 	 0.393082 
2.199998 	 0.110363 	 0.555963 	 0.395058 
2.209998 	 0.104811 	 0.554521 	 0.397019 
2.219998 	 0.099273 	 0.553041 	 0.398963 
2.229998 	 0.093750 	 0.551524 	 0.400891 
2.239998 	 0.088243 	 0.549970 	 0.402802 
2.249998 	 0.082751 	 0.548379 	 0.404697 
2.259998 	 0.077275 	 0.546751 	 0.406575 
2.269998 	 0.071816 	 0.545086 	 0.408436 
2.279998 	 0.066373 	 0.543384 	 0.410280 
2.289998 	 0.060948 	 0.541647 	 0.412106 
2.299998 	 0.055541 	 0.539873 	 0.413914 
2.309998 	 0.050151 	 0.538063 	 0.415705 
2.319998 	 0.044780 	 0.536217 	 0.417477 
2.329998 	 0.039427 	 0.534336 	 0.419231 
2.339998 	 0.034093 	 0.532419 	 0.420967 
2.349998 	 0.028779 	 0.530467 	 0.422683 
2.359998 	 0.023484 	 0.528480 	 0.424381 
2.369998 	 0.018209 	 0.526459 	 0.426060 
2.379998 	 0.012955 	 0.524402 	 0.427720 
2.389998 	 0.007721 	 0.522311 	 0.429360 
2.399998 	 0.002509 	 0.520186 	 0.430980 
2.409998 	 -0.002682 	 0.518026 	 0.432580 
2.419998 	 -0.007852 	 0.515833 	 0.434160 
2.429998 	 -0.012999 	 0.513606 	 0.435721 
2.439998 	 -0.018124 	 0.511346 	 0.437260 
2.449998 	 -0.023226 	 0.509053 	 0.438779 
2.459998 	 -0.028305 	 0.506726 	 0.440277 
2.469998 	 -0.033360 	 0.504367 	 0.441755 
2.479998 	 -0.038392 	 0.501975 	 0.443211 
2.489998 	 -0.043400 	 0.499551 	 0.444646 
2.499998 	 -0.048383 	 0.497095 	 0.446059 
2.509998 	 -0.053341 	 0.494606 	 0.447450 
2.519998 	 -0.058275 	 0.492087 	 0.448820 
2.529998 	 -0.063183 	 0.489536 	 0.450168 
2.539998 	 -0.068065 	 0.486953 	 0.451494 
2.549998 	 -0.072922 	 0.484340 	 0.452797 
2.559998 	 -0.077752 	 0.481696 	 0.454078 
2.569998 	 -0.082556 	 0.479022 	 0.455336 
2.579998 	 -0.087332 	 0.476317 	 0.456571 
2.589998 	 -0.092082 	 0.473583 	 0.457783 
2.599998 	 -0.096804 	 0.470819 	 0.458973 
2.609998 	 -0.101498 	 0.468025 	 0.460139 
2.619998 	 -0.106164 	 0.465203 	 0.461281 
