-10.000000 	 0.637170 
-9.950000 	 -0.770261 
-9.900000 	 0.059801 
-9.849999 	 -0.203381 
-9.799999 	 0.463615 
-9.749999 	 0.047061 
-9.699999 	 -0.005238 
-9.649999 	 -0.307406 
-9.599998 	 0.491656 
-9.549998 	 0.136292 
-9.499998 	 0.578846 
-9.449998 	 0.302487 
-9.399998 	 0.175749 
-9.349998 	 -0.041680 
-9.299997 	 0.179973 
-9.249997 	 0.127897 
-9.199997 	 0.161887 
-9.149997 	 0.142677 
-9.099997 	 0.180539 
-9.049996 	 0.023430 
-8.999996 	 -0.011437 
-8.949996 	 -0.018814 
-8.899996 	 0.005771 
-8.849996 	 0.045345 
-8.799995 	 -0.056838 
-8.749995 	 -0.044578 
-8.699995 	 -0.079351 
-8.649995 	 -0.066944 
-8.599995 	 -0.168346 
-8.549994 	 -0.161004 
-8.499994 	 -0.167278 
-8.449994 	 -0.176956 
-8.399994 	 -0.187603 
-8.349994 	 -0.184867 
-8.299994 	 -0.186991 
-8.249993 	 -0.187328 
-8.199993 	 -0.181512 
-8.149993 	 -0.169941 
-8.099993 	 -0.161383 
-8.049993 	 -0.136615 
-7.999992 	 -0.120820 
-7.949992 	 -0.097527 
-7.899992 	 -0.072246 
-7.849992 	 -0.047409 
-7.799992 	 -0.023300 
-7.749991 	 0.006503 
-7.699991 	 0.031599 
-7.649991 	 0.059023 
-7.599991 	 0.083197 
-7.549991 	 0.107894 
-7.499990 	 0.128864 
-7.449990 	 0.147098 
-7.399990 	 0.164479 
-7.349990 	 0.178024 
-7.299990 	 0.188372 
-7.249990 	 0.195053 
-7.199989 	 0.198075 
-7.149989 	 0.199180 
-7.099989 	 0.194964 
-7.049989 	 0.188124 
-6.999989 	 0.177135 
-6.949988 	 0.163224 
-6.899988 	 0.146833 
-6.849988 	 0.128214 
-6.799988 	 0.106920 
-6.749988 	 0.083797 
-6.699987 	 0.059458 
-6.649987 	 0.034190 
-6.599987 	 0.008253 
-6.549987 	 -0.017842 
-6.499987 	 -0.043767 
-6.449986 	 -0.068742 
-6.399986 	 -0.092734 
-6.349986 	 -0.115229 
-6.299986 	 -0.135824 
-6.249986 	 -0.154396 
-6.199986 	 -0.170388 
-6.149985 	 -0.183971 
-6.099985 	 -0.194596 
-6.049985 	 -0.202278 
-5.999985 	 -0.206937 
-5.949985 	 -0.208428 
-5.899984 	 -0.206890 
-5.849984 	 -0.202272 
-5.799984 	 -0.194699 
-5.749984 	 -0.184330 
-5.699984 	 -0.171276 
-5.649983 	 -0.155802 
-5.599983 	 -0.138133 
-5.549983 	 -0.118533 
-5.499983 	 -0.097283 
-5.449983 	 -0.074699 
-5.399982 	 -0.051089 
-5.349982 	 -0.026797 
-5.299982 	 -0.002157 
-5.249982 	 0.022519 
-5.199982 	 0.046907 
-5.149981 	 0.070681 
-5.099981 	 0.093545 
-5.049981 	 0.115220 
-4.999981 	 0.135444 
-4.949981 	 0.153980 
-4.899981 	 0.170605 
-4.849980 	 0.185146 
-4.799980 	 0.197446 
-4.749980 	 0.207375 
-4.699980 	 0.214851 
-4.649980 	 0.219799 
-4.599979 	 0.222194 
-4.549979 	 0.222042 
-4.499979 	 0.219363 
-4.449979 	 0.214217 
-4.399979 	 0.206693 
-4.349978 	 0.196897 
-4.299978 	 0.184959 
-4.249978 	 0.171036 
-4.199978 	 0.155296 
-4.149978 	 0.137927 
-4.099977 	 0.119128 
-4.049977 	 0.099109 
-3.999977 	 0.078086 
-3.949977 	 0.056283 
-3.899977 	 0.033924 
-3.849977 	 0.011235 
-3.799978 	 -0.011564 
-3.749978 	 -0.034253 
-3.699978 	 -0.056622 
-3.649978 	 -0.078468 
-3.599978 	 -0.099598 
-3.549978 	 -0.119834 
-3.499978 	 -0.139007 
-3.449978 	 -0.156965 
-3.399978 	 -0.173571 
-3.349978 	 -0.188703 
-3.299978 	 -0.202256 
-3.249978 	 -0.214141 
-3.199978 	 -0.224288 
-3.149978 	 -0.232643 
-3.099978 	 -0.239166 
-3.049978 	 -0.243837 
-2.999978 	 -0.246651 
-2.949978 	 -0.247615 
-2.899978 	 -0.246755 
-2.849978 	 -0.244107 
-2.799978 	 -0.239720 
-2.749979 	 -0.233656 
-2.699979 	 -0.225987 
-2.649979 	 -0.216793 
-2.599979 	 -0.206163 
-2.549979 	 -0.194194 
-2.499979 	 -0.180987 
-2.449979 	 -0.166650 
-2.399979 	 -0.151291 
-2.349979 	 -0.135026 
-2.299979 	 -0.117967 
-2.249979 	 -0.100229 
-2.199979 	 -0.081928 
-2.149979 	 -0.063176 
-2.099979 	 -0.044084 
-2.049979 	 -0.024761 
-1.999979 	 -0.005310 
-1.949979 	 0.014168 
-1.899979 	 0.033577 
-1.849979 	 0.052827 
-1.799979 	 0.071834 
-1.749979 	 0.090517 
-1.699980 	 0.108805 
-1.649980 	 0.126631 
-1.599980 	 0.143936 
-1.549980 	 0.160665 
-1.499980 	 0.176772 
-1.449980 	 0.192217 
-1.399980 	 0.206966 
