0.000000 	 -1.#IND00 	 -1.#IND00 	 -1.#IND00 	 -1.#IND00 	 -1.#IND00 	 -1.#IND00 
1.043000 	 0.828302 	 0.311286 	 0.067055 	 0.010169 	 0.001192 	 0.000114 
1.044000 	 0.827991 	 0.311517 	 0.067174 	 0.010197 	 0.001196 	 0.000114 
1.045000 	 0.827679 	 0.311748 	 0.067292 	 0.010225 	 0.001201 	 0.000115 
1.046000 	 0.827367 	 0.311979 	 0.067411 	 0.010253 	 0.001205 	 0.000115 
1.047000 	 0.827055 	 0.312210 	 0.067530 	 0.010281 	 0.001210 	 0.000116 
1.048000 	 0.826743 	 0.312441 	 0.067648 	 0.010310 	 0.001214 	 0.000117 
1.049000 	 0.826430 	 0.312671 	 0.067767 	 0.010338 	 0.001219 	 0.000117 
1.050000 	 0.826117 	 0.312901 	 0.067886 	 0.010366 	 0.001223 	 0.000118 
1.051000 	 0.825804 	 0.313131 	 0.068005 	 0.010395 	 0.001228 	 0.000118 
1.052000 	 0.825491 	 0.313361 	 0.068124 	 0.010423 	 0.001232 	 0.000119 
1.053000 	 0.825178 	 0.313591 	 0.068243 	 0.010452 	 0.001237 	 0.000119 
1.054000 	 0.824864 	 0.313820 	 0.068363 	 0.010480 	 0.001241 	 0.000120 
1.055000 	 0.824550 	 0.314050 	 0.068482 	 0.010509 	 0.001246 	 0.000120 
1.056000 	 0.824236 	 0.314279 	 0.068601 	 0.010538 	 0.001251 	 0.000121 
1.057000 	 0.823921 	 0.314508 	 0.068721 	 0.010566 	 0.001255 	 0.000122 
1.058000 	 0.823607 	 0.314736 	 0.068840 	 0.010595 	 0.001260 	 0.000122 
1.059000 	 0.823292 	 0.314965 	 0.068960 	 0.010624 	 0.001265 	 0.000123 
1.060000 	 0.822977 	 0.315193 	 0.069079 	 0.010653 	 0.001269 	 0.000123 
1.061000 	 0.822662 	 0.315421 	 0.069199 	 0.010682 	 0.001274 	 0.000124 
1.062000 	 0.822346 	 0.315649 	 0.069319 	 0.010711 	 0.001279 	 0.000124 
1.063000 	 0.822030 	 0.315877 	 0.069439 	 0.010740 	 0.001283 	 0.000125 
1.064000 	 0.821714 	 0.316105 	 0.069559 	 0.010769 	 0.001288 	 0.000126 
1.065000 	 0.821398 	 0.316332 	 0.069679 	 0.010798 	 0.001293 	 0.000126 
1.066000 	 0.821082 	 0.316560 	 0.069799 	 0.010827 	 0.001297 	 0.000127 
1.067000 	 0.820765 	 0.316787 	 0.069919 	 0.010856 	 0.001302 	 0.000127 
1.068000 	 0.820448 	 0.317013 	 0.070039 	 0.010885 	 0.001307 	 0.000128 
1.069000 	 0.820131 	 0.317240 	 0.070160 	 0.010915 	 0.001312 	 0.000129 
1.070000 	 0.819814 	 0.317467 	 0.070280 	 0.010944 	 0.001316 	 0.000129 
1.071000 	 0.819496 	 0.317693 	 0.070400 	 0.010973 	 0.001321 	 0.000130 
1.072000 	 0.819178 	 0.317919 	 0.070521 	 0.011003 	 0.001326 	 0.000130 
1.073000 	 0.818860 	 0.318145 	 0.070641 	 0.011032 	 0.001331 	 0.000131 
1.074000 	 0.818542 	 0.318371 	 0.070762 	 0.011062 	 0.001336 	 0.000131 
1.075000 	 0.818223 	 0.318596 	 0.070883 	 0.011091 	 0.001341 	 0.000132 
1.076000 	 0.817905 	 0.318822 	 0.071004 	 0.011121 	 0.001345 	 0.000133 
1.077000 	 0.817586 	 0.319047 	 0.071125 	 0.011151 	 0.001350 	 0.000133 
1.078000 	 0.817267 	 0.319272 	 0.071246 	 0.011181 	 0.001355 	 0.000134 
1.079000 	 0.816947 	 0.319497 	 0.071367 	 0.011210 	 0.001360 	 0.000135 
1.080000 	 0.816628 	 0.319722 	 0.071488 	 0.011240 	 0.001365 	 0.000135 
1.081000 	 0.816308 	 0.319946 	 0.071609 	 0.011270 	 0.001370 	 0.000136 
1.082000 	 0.815988 	 0.320170 	 0.071730 	 0.011300 	 0.001375 	 0.000136 
1.083000 	 0.815667 	 0.320394 	 0.071851 	 0.011330 	 0.001380 	 0.000137 
1.084000 	 0.815347 	 0.320618 	 0.071973 	 0.011360 	 0.001385 	 0.000138 
1.085000 	 0.815026 	 0.320842 	 0.072094 	 0.011390 	 0.001390 	 0.000138 
1.086000 	 0.814705 	 0.321065 	 0.072216 	 0.011420 	 0.001395 	 0.000139 
1.087000 	 0.814384 	 0.321289 	 0.072337 	 0.011450 	 0.001400 	 0.000139 
1.088000 	 0.814063 	 0.321512 	 0.072459 	 0.011481 	 0.001405 	 0.000140 
1.089000 	 0.813741 	 0.321735 	 0.072581 	 0.011511 	 0.001410 	 0.000141 
1.090000 	 0.813419 	 0.321958 	 0.072703 	 0.011541 	 0.001415 	 0.000141 
1.091000 	 0.813097 	 0.322180 	 0.072825 	 0.011572 	 0.001420 	 0.000142 
1.092000 	 0.812775 	 0.322403 	 0.072947 	 0.011602 	 0.001425 	 0.000143 
1.093000 	 0.812452 	 0.322625 	 0.073069 	 0.011632 	 0.001430 	 0.000143 
1.094000 	 0.812130 	 0.322847 	 0.073191 	 0.011663 	 0.001435 	 0.000144 
1.095000 	 0.811807 	 0.323069 	 0.073313 	 0.011694 	 0.001440 	 0.000145 
1.096000 	 0.811483 	 0.323290 	 0.073435 	 0.011724 	 0.001445 	 0.000145 
1.097000 	 0.811160 	 0.323512 	 0.073557 	 0.011755 	 0.001451 	 0.000146 
1.098000 	 0.810836 	 0.323733 	 0.073680 	 0.011786 	 0.001456 	 0.000147 
1.099000 	 0.810513 	 0.323954 	 0.073802 	 0.011816 	 0.001461 	 0.000147 
1.100000 	 0.810189 	 0.324175 	 0.073925 	 0.011847 	 0.001466 	 0.000148 
1.101000 	 0.809864 	 0.324396 	 0.074047 	 0.011878 	 0.001471 	 0.000149 
1.102000 	 0.809540 	 0.324616 	 0.074170 	 0.011909 	 0.001476 	 0.000149 
1.103000 	 0.809215 	 0.324836 	 0.074293 	 0.011940 	 0.001482 	 0.000150 
1.104000 	 0.808890 	 0.325056 	 0.074416 	 0.011971 	 0.001487 	 0.000151 
1.105000 	 0.808565 	 0.325276 	 0.074539 	 0.012002 	 0.001492 	 0.000151 
1.106000 	 0.808239 	 0.325496 	 0.074661 	 0.012033 	 0.001497 	 0.000152 
1.107000 	 0.807914 	 0.325716 	 0.074784 	 0.012064 	 0.001503 	 0.000153 
1.108000 	 0.807588 	 0.325935 	 0.074908 	 0.012095 	 0.001508 	 0.000153 
1.109000 	 0.807262 	 0.326154 	 0.075031 	 0.012127 	 0.001513 	 0.000154 
1.110000 	 0.806936 	 0.326373 	 0.075154 	 0.012158 	 0.001519 	 0.000155 
1.111000 	 0.806609 	 0.326592 	 0.075277 	 0.012189 	 0.001524 	 0.000155 
1.112000 	 0.806283 	 0.326811 	 0.075401 	 0.012221 	 0.001529 	 0.000156 
1.113000 	 0.805956 	 0.327029 	 0.075524 	 0.012252 	 0.001535 	 0.000157 
1.114000 	 0.805629 	 0.327247 	 0.075648 	 0.012284 	 0.001540 	 0.000157 
1.115000 	 0.805301 	 0.327465 	 0.075771 	 0.012315 	 0.001545 	 0.000158 
1.116000 	 0.804974 	 0.327683 	 0.075895 	 0.012347 	 0.001551 	 0.000159 
1.117000 	 0.804646 	 0.327901 	 0.076018 	 0.012379 	 0.001556 	 0.000159 
1.118000 	 0.804318 	 0.328118 	 0.076142 	 0.012410 	 0.001562 	 0.000160 
1.119000 	 0.803990 	 0.328335 	 0.076266 	 0.012442 	 0.001567 	 0.000161 
1.120000 	 0.803661 	 0.328552 	 0.076390 	 0.012474 	 0.001572 	 0.000162 
1.121000 	 0.803332 	 0.328769 	 0.076514 	 0.012506 	 0.001578 	 0.000162 
1.122000 	 0.803004 	 0.328986 	 0.076638 	 0.012538 	 0.001583 	 0.000163 
1.123000 	 0.802674 	 0.329202 	 0.076762 	 0.012570 	 0.001589 	 0.000164 
1.124000 	 0.802345 	 0.329419 	 0.076886 	 0.012602 	 0.001594 	 0.000164 
1.125000 	 0.802016 	 0.329635 	 0.077010 	 0.012634 	 0.001600 	 0.000165 
1.126000 	 0.801686 	 0.329851 	 0.077135 	 0.012666 	 0.001605 	 0.000166 
1.127000 	 0.801356 	 0.330066 	 0.077259 	 0.012698 	 0.001611 	 0.000167 
1.128000 	 0.801026 	 0.330282 	 0.077384 	 0.012730 	 0.001616 	 0.000167 
1.129000 	 0.800695 	 0.330497 	 0.077508 	 0.012763 	 0.001622 	 0.000168 
1.130000 	 0.800365 	 0.330712 	 0.077633 	 0.012795 	 0.001628 	 0.000169 
1.131000 	 0.800034 	 0.330927 	 0.077757 	 0.012827 	 0.001633 	 0.000169 
1.132000 	 0.799703 	 0.331142 	 0.077882 	 0.012860 	 0.001639 	 0.000170 
1.133000 	 0.799372 	 0.331357 	 0.078007 	 0.012892 	 0.001644 	 0.000171 
1.134000 	 0.799040 	 0.331571 	 0.078132 	 0.012925 	 0.001650 	 0.000172 
1.135000 	 0.798709 	 0.331785 	 0.078257 	 0.012957 	 0.001656 	 0.000172 
1.136000 	 0.798377 	 0.331999 	 0.078381 	 0.012990 	 0.001661 	 0.000173 
1.137000 	 0.798045 	 0.332213 	 0.078507 	 0.013022 	 0.001667 	 0.000174 
1.138000 	 0.797712 	 0.332426 	 0.078632 	 0.013055 	 0.001673 	 0.000175 
1.139000 	 0.797380 	 0.332640 	 0.078757 	 0.013088 	 0.001679 	 0.000175 
1.140000 	 0.797047 	 0.332853 	 0.078882 	 0.013121 	 0.001684 	 0.000176 
1.141000 	 0.796714 	 0.333066 	 0.079007 	 0.013154 	 0.001690 	 0.000177 
1.142000 	 0.796381 	 0.333279 	 0.079133 	 0.013187 	 0.001696 	 0.000178 
1.143000 	 0.796047 	 0.333491 	 0.079258 	 0.013220 	 0.001702 	 0.000178 
1.144000 	 0.795714 	 0.333704 	 0.079384 	 0.013253 	 0.001707 	 0.000179 
1.145000 	 0.795380 	 0.333916 	 0.079509 	 0.013286 	 0.001713 	 0.000180 
1.146000 	 0.795046 	 0.334128 	 0.079635 	 0.013319 	 0.001719 	 0.000181 
1.147000 	 0.794712 	 0.334340 	 0.079761 	 0.013352 	 0.001725 	 0.000182 
1.148000 	 0.794377 	 0.334552 	 0.079886 	 0.013385 	 0.001731 	 0.000182 
1.149000 	 0.794043 	 0.334763 	 0.080012 	 0.013418 	 0.001736 	 0.000183 
1.150000 	 0.793708 	 0.334974 	 0.080138 	 0.013452 	 0.001742 	 0.000184 
1.151000 	 0.793373 	 0.335185 	 0.080264 	 0.013485 	 0.001748 	 0.000185 
1.152000 	 0.793037 	 0.335396 	 0.080390 	 0.013519 	 0.001754 	 0.000185 
1.153000 	 0.792702 	 0.335607 	 0.080516 	 0.013552 	 0.001760 	 0.000186 
1.154000 	 0.792366 	 0.335817 	 0.080642 	 0.013586 	 0.001766 	 0.000187 
1.155000 	 0.792030 	 0.336027 	 0.080768 	 0.013619 	 0.001772 	 0.000188 
1.156000 	 0.791694 	 0.336238 	 0.080895 	 0.013653 	 0.001778 	 0.000189 
1.157000 	 0.791358 	 0.336447 	 0.081021 	 0.013686 	 0.001784 	 0.000189 
1.158000 	 0.791021 	 0.336657 	 0.081147 	 0.013720 	 0.001790 	 0.000190 
1.159000 	 0.790684 	 0.336867 	 0.081274 	 0.013754 	 0.001796 	 0.000191 
1.160000 	 0.790348 	 0.337076 	 0.081400 	 0.013788 	 0.001802 	 0.000192 
1.161000 	 0.790010 	 0.337285 	 0.081527 	 0.013822 	 0.001808 	 0.000193 
1.162000 	 0.789673 	 0.337494 	 0.081654 	 0.013856 	 0.001814 	 0.000193 
1.163000 	 0.789335 	 0.337703 	 0.081780 	 0.013890 	 0.001820 	 0.000194 
1.164000 	 0.788998 	 0.337911 	 0.081907 	 0.013924 	 0.001826 	 0.000195 
1.165000 	 0.788660 	 0.338119 	 0.082034 	 0.013958 	 0.001832 	 0.000196 
1.166000 	 0.788321 	 0.338327 	 0.082161 	 0.013992 	 0.001838 	 0.000197 
1.167000 	 0.787983 	 0.338535 	 0.082288 	 0.014026 	 0.001844 	 0.000198 
1.168000 	 0.787644 	 0.338743 	 0.082415 	 0.014060 	 0.001850 	 0.000198 
1.169000 	 0.787305 	 0.338951 	 0.082542 	 0.014095 	 0.001857 	 0.000199 
1.170000 	 0.786966 	 0.339158 	 0.082669 	 0.014129 	 0.001863 	 0.000200 
1.171000 	 0.786627 	 0.339365 	 0.082796 	 0.014163 	 0.001869 	 0.000201 
1.172000 	 0.786288 	 0.339572 	 0.082924 	 0.014198 	 0.001875 	 0.000202 
1.173000 	 0.785948 	 0.339779 	 0.083051 	 0.014232 	 0.001881 	 0.000203 
1.174000 	 0.785608 	 0.339985 	 0.083178 	 0.014267 	 0.001888 	 0.000203 
1.175000 	 0.785268 	 0.340191 	 0.083306 	 0.014301 	 0.001894 	 0.000204 
1.176000 	 0.784928 	 0.340398 	 0.083433 	 0.014336 	 0.001900 	 0.000205 
1.177000 	 0.784587 	 0.340603 	 0.083561 	 0.014371 	 0.001906 	 0.000206 
1.178000 	 0.784246 	 0.340809 	 0.083689 	 0.014405 	 0.001913 	 0.000207 
1.179000 	 0.783906 	 0.341015 	 0.083816 	 0.014440 	 0.001919 	 0.000208 
1.180000 	 0.783564 	 0.341220 	 0.083944 	 0.014475 	 0.001925 	 0.000209 
1.181000 	 0.783223 	 0.341425 	 0.084072 	 0.014510 	 0.001932 	 0.000209 
1.182000 	 0.782882 	 0.341630 	 0.084200 	 0.014545 	 0.001938 	 0.000210 
1.183000 	 0.782540 	 0.341835 	 0.084328 	 0.014580 	 0.001944 	 0.000211 
1.184000 	 0.782198 	 0.342039 	 0.084456 	 0.014615 	 0.001951 	 0.000212 
1.185000 	 0.781856 	 0.342244 	 0.084584 	 0.014650 	 0.001957 	 0.000213 
1.186000 	 0.781513 	 0.342448 	 0.084712 	 0.014685 	 0.001963 	 0.000214 
1.187000 	 0.781171 	 0.342652 	 0.084840 	 0.014720 	 0.001970 	 0.000215 
1.188000 	 0.780828 	 0.342855 	 0.084968 	 0.014756 	 0.001976 	 0.000216 
1.189000 	 0.780485 	 0.343059 	 0.085097 	 0.014791 	 0.001983 	 0.000216 
1.190000 	 0.780142 	 0.343262 	 0.085225 	 0.014826 	 0.001989 	 0.000217 
1.191000 	 0.779799 	 0.343465 	 0.085354 	 0.014862 	 0.001996 	 0.000218 
1.192000 	 0.779455 	 0.343668 	 0.085482 	 0.014897 	 0.002002 	 0.000219 
1.193000 	 0.779111 	 0.343871 	 0.085611 	 0.014933 	 0.002009 	 0.000220 
1.194000 	 0.778767 	 0.344074 	 0.085739 	 0.014968 	 0.002015 	 0.000221 
1.195000 	 0.778423 	 0.344276 	 0.085868 	 0.015004 	 0.002022 	 0.000222 
1.196000 	 0.778079 	 0.344478 	 0.085997 	 0.015040 	 0.002028 	 0.000223 
1.197000 	 0.777734 	 0.344680 	 0.086125 	 0.015075 	 0.002035 	 0.000224 
1.198000 	 0.777389 	 0.344882 	 0.086254 	 0.015111 	 0.002041 	 0.000225 
1.199000 	 0.777044 	 0.345083 	 0.086383 	 0.015147 	 0.002048 	 0.000226 
1.200000 	 0.776699 	 0.345285 	 0.086512 	 0.015183 	 0.002055 	 0.000226 
1.201000 	 0.776354 	 0.345486 	 0.086641 	 0.015219 	 0.002061 	 0.000227 
1.202000 	 0.776008 	 0.345687 	 0.086770 	 0.015255 	 0.002068 	 0.000228 
1.203000 	 0.775662 	 0.345887 	 0.086899 	 0.015291 	 0.002075 	 0.000229 
1.204000 	 0.775316 	 0.346088 	 0.087029 	 0.015327 	 0.002081 	 0.000230 
1.205000 	 0.774970 	 0.346288 	 0.087158 	 0.015363 	 0.002088 	 0.000231 
1.206000 	 0.774624 	 0.346488 	 0.087287 	 0.015399 	 0.002095 	 0.000232 
1.207000 	 0.774277 	 0.346688 	 0.087417 	 0.015435 	 0.002101 	 0.000233 
1.208000 	 0.773931 	 0.346888 	 0.087546 	 0.015472 	 0.002108 	 0.000234 
1.209000 	 0.773584 	 0.347087 	 0.087676 	 0.015508 	 0.002115 	 0.000235 
1.210000 	 0.773236 	 0.347287 	 0.087805 	 0.015544 	 0.002122 	 0.000236 
1.211000 	 0.772889 	 0.347486 	 0.087935 	 0.015581 	 0.002128 	 0.000237 
1.212000 	 0.772541 	 0.347685 	 0.088064 	 0.015617 	 0.002135 	 0.000238 
1.213000 	 0.772194 	 0.347883 	 0.088194 	 0.015654 	 0.002142 	 0.000239 
1.214000 	 0.771846 	 0.348082 	 0.088324 	 0.015691 	 0.002149 	 0.000240 
1.215000 	 0.771497 	 0.348280 	 0.088454 	 0.015727 	 0.002156 	 0.000241 
1.216000 	 0.771149 	 0.348478 	 0.088584 	 0.015764 	 0.002163 	 0.000242 
1.217000 	 0.770800 	 0.348676 	 0.088714 	 0.015801 	 0.002169 	 0.000243 
1.218000 	 0.770452 	 0.348874 	 0.088844 	 0.015837 	 0.002176 	 0.000244 
1.219000 	 0.770103 	 0.349071 	 0.088974 	 0.015874 	 0.002183 	 0.000244 
1.220000 	 0.769754 	 0.349269 	 0.089104 	 0.015911 	 0.002190 	 0.000245 
1.221000 	 0.769404 	 0.349466 	 0.089234 	 0.015948 	 0.002197 	 0.000246 
1.222000 	 0.769055 	 0.349663 	 0.089364 	 0.015985 	 0.002204 	 0.000247 
1.223000 	 0.768705 	 0.349859 	 0.089495 	 0.016022 	 0.002211 	 0.000248 
1.224000 	 0.768355 	 0.350056 	 0.089625 	 0.016059 	 0.002218 	 0.000249 
1.225000 	 0.768005 	 0.350252 	 0.089755 	 0.016097 	 0.002225 	 0.000250 
1.226000 	 0.767654 	 0.350448 	 0.089886 	 0.016134 	 0.002232 	 0.000251 
1.227000 	 0.767304 	 0.350644 	 0.090016 	 0.016171 	 0.002239 	 0.000252 
1.228000 	 0.766953 	 0.350840 	 0.090147 	 0.016208 	 0.002246 	 0.000253 
1.229000 	 0.766602 	 0.351035 	 0.090278 	 0.016246 	 0.002253 	 0.000254 
1.230000 	 0.766251 	 0.351230 	 0.090408 	 0.016283 	 0.002260 	 0.000255 
1.231000 	 0.765900 	 0.351425 	 0.090539 	 0.016321 	 0.002267 	 0.000256 
1.232000 	 0.765548 	 0.351620 	 0.090670 	 0.016358 	 0.002275 	 0.000257 
1.233000 	 0.765196 	 0.351815 	 0.090801 	 0.016396 	 0.002282 	 0.000259 
1.234000 	 0.764845 	 0.352009 	 0.090932 	 0.016433 	 0.002289 	 0.000260 
1.235000 	 0.764492 	 0.352204 	 0.091063 	 0.016471 	 0.002296 	 0.000261 
1.236000 	 0.764140 	 0.352398 	 0.091194 	 0.016509 	 0.002303 	 0.000262 
1.237000 	 0.763788 	 0.352591 	 0.091325 	 0.016547 	 0.002310 	 0.000263 
1.238000 	 0.763435 	 0.352785 	 0.091456 	 0.016585 	 0.002318 	 0.000264 
1.239000 	 0.763082 	 0.352978 	 0.091587 	 0.016622 	 0.002325 	 0.000265 
1.240000 	 0.762729 	 0.353172 	 0.091718 	 0.016660 	 0.002332 	 0.000266 
1.241000 	 0.762376 	 0.353365 	 0.091850 	 0.016698 	 0.002339 	 0.000267 
1.242000 	 0.762022 	 0.353557 	 0.091981 	 0.016736 	 0.002347 	 0.000268 
1.243000 	 0.761669 	 0.353750 	 0.092112 	 0.016775 	 0.002354 	 0.000269 
1.244000 	 0.761315 	 0.353942 	 0.092244 	 0.016813 	 0.002361 	 0.000270 
1.245000 	 0.760961 	 0.354134 	 0.092375 	 0.016851 	 0.002369 	 0.000271 
1.246000 	 0.760607 	 0.354326 	 0.092507 	 0.016889 	 0.002376 	 0.000272 
1.247000 	 0.760252 	 0.354518 	 0.092639 	 0.016927 	 0.002383 	 0.000273 
1.248000 	 0.759897 	 0.354710 	 0.092770 	 0.016966 	 0.002391 	 0.000274 
1.249000 	 0.759543 	 0.354901 	 0.092902 	 0.017004 	 0.002398 	 0.000275 
1.250000 	 0.759188 	 0.355092 	 0.093034 	 0.017043 	 0.002405 	 0.000276 
1.251000 	 0.758833 	 0.355283 	 0.093166 	 0.017081 	 0.002413 	 0.000277 
1.252000 	 0.758477 	 0.355474 	 0.093297 	 0.017120 	 0.002420 	 0.000279 
1.253000 	 0.758122 	 0.355664 	 0.093429 	 0.017158 	 0.002428 	 0.000280 
1.254000 	 0.757766 	 0.355855 	 0.093561 	 0.017197 	 0.002435 	 0.000281 
1.255000 	 0.757410 	 0.356045 	 0.093693 	 0.017236 	 0.002443 	 0.000282 
1.256000 	 0.757054 	 0.356235 	 0.093826 	 0.017275 	 0.002450 	 0.000283 
1.257000 	 0.756697 	 0.356424 	 0.093958 	 0.017313 	 0.002458 	 0.000284 
1.258000 	 0.756341 	 0.356614 	 0.094090 	 0.017352 	 0.002465 	 0.000285 
1.259000 	 0.755984 	 0.356803 	 0.094222 	 0.017391 	 0.002473 	 0.000286 
1.260000 	 0.755627 	 0.356992 	 0.094355 	 0.017430 	 0.002480 	 0.000287 
1.261000 	 0.755270 	 0.357181 	 0.094487 	 0.017469 	 0.002488 	 0.000288 
1.262000 	 0.754913 	 0.357370 	 0.094619 	 0.017508 	 0.002496 	 0.000290 
1.263000 	 0.754555 	 0.357558 	 0.094752 	 0.017548 	 0.002503 	 0.000291 
1.264000 	 0.754198 	 0.357747 	 0.094884 	 0.017587 	 0.002511 	 0.000292 
1.265000 	 0.753840 	 0.357935 	 0.095017 	 0.017626 	 0.002519 	 0.000293 
1.266000 	 0.753482 	 0.358122 	 0.095149 	 0.017665 	 0.002526 	 0.000294 
1.267000 	 0.753124 	 0.358310 	 0.095282 	 0.017705 	 0.002534 	 0.000295 
1.268000 	 0.752765 	 0.358497 	 0.095415 	 0.017744 	 0.002542 	 0.000296 
1.269000 	 0.752407 	 0.358685 	 0.095548 	 0.017784 	 0.002549 	 0.000297 
1.270000 	 0.752048 	 0.358872 	 0.095680 	 0.017823 	 0.002557 	 0.000299 
1.271000 	 0.751689 	 0.359058 	 0.095813 	 0.017863 	 0.002565 	 0.000300 
1.272000 	 0.751330 	 0.359245 	 0.095946 	 0.017902 	 0.002573 	 0.000301 
1.273000 	 0.750970 	 0.359431 	 0.096079 	 0.017942 	 0.002581 	 0.000302 
1.274000 	 0.750611 	 0.359618 	 0.096212 	 0.017982 	 0.002588 	 0.000303 
1.275000 	 0.750251 	 0.359804 	 0.096345 	 0.018021 	 0.002596 	 0.000304 
1.276000 	 0.749891 	 0.359989 	 0.096479 	 0.018061 	 0.002604 	 0.000306 
1.277000 	 0.749531 	 0.360175 	 0.096612 	 0.018101 	 0.002612 	 0.000307 
1.278000 	 0.749171 	 0.360360 	 0.096745 	 0.018141 	 0.002620 	 0.000308 
1.279000 	 0.748811 	 0.360545 	 0.096878 	 0.018181 	 0.002628 	 0.000309 
1.280000 	 0.748450 	 0.360730 	 0.097012 	 0.018221 	 0.002636 	 0.000310 
1.281000 	 0.748089 	 0.360915 	 0.097145 	 0.018261 	 0.002644 	 0.000311 
1.282000 	 0.747728 	 0.361099 	 0.097278 	 0.018301 	 0.002651 	 0.000313 
1.283000 	 0.747367 	 0.361284 	 0.097412 	 0.018342 	 0.002659 	 0.000314 
1.284000 	 0.747005 	 0.361468 	 0.097545 	 0.018382 	 0.002667 	 0.000315 
1.285000 	 0.746644 	 0.361652 	 0.097679 	 0.018422 	 0.002675 	 0.000316 
1.286000 	 0.746282 	 0.361835 	 0.097813 	 0.018463 	 0.002683 	 0.000317 
1.287000 	 0.745920 	 0.362019 	 0.097946 	 0.018503 	 0.002691 	 0.000319 
1.288000 	 0.745558 	 0.362202 	 0.098080 	 0.018543 	 0.002700 	 0.000320 
1.289000 	 0.745196 	 0.362385 	 0.098214 	 0.018584 	 0.002708 	 0.000321 
1.290000 	 0.744833 	 0.362568 	 0.098348 	 0.018625 	 0.002716 	 0.000322 
1.291000 	 0.744471 	 0.362750 	 0.098482 	 0.018665 	 0.002724 	 0.000323 
1.292000 	 0.744108 	 0.362933 	 0.098615 	 0.018706 	 0.002732 	 0.000325 
1.293000 	 0.743745 	 0.363115 	 0.098749 	 0.018747 	 0.002740 	 0.000326 
1.294000 	 0.743382 	 0.363297 	 0.098883 	 0.018787 	 0.002748 	 0.000327 
1.295000 	 0.743018 	 0.363479 	 0.099017 	 0.018828 	 0.002756 	 0.000328 
1.296000 	 0.742655 	 0.363660 	 0.099152 	 0.018869 	 0.002765 	 0.000330 
1.297000 	 0.742291 	 0.363842 	 0.099286 	 0.018910 	 0.002773 	 0.000331 
1.298000 	 0.741927 	 0.364023 	 0.099420 	 0.018951 	 0.002781 	 0.000332 
1.299000 	 0.741563 	 0.364204 	 0.099554 	 0.018992 	 0.002789 	 0.000333 
1.300000 	 0.741199 	 0.364384 	 0.099689 	 0.019033 	 0.002798 	 0.000335 
1.301000 	 0.740834 	 0.364565 	 0.099823 	 0.019074 	 0.002806 	 0.000336 
1.302000 	 0.740469 	 0.364745 	 0.099957 	 0.019115 	 0.002814 	 0.000337 
1.303000 	 0.740105 	 0.364925 	 0.100092 	 0.019157 	 0.002822 	 0.000338 
1.304000 	 0.739740 	 0.365105 	 0.100226 	 0.019198 	 0.002831 	 0.000340 
1.305000 	 0.739374 	 0.365285 	 0.100361 	 0.019239 	 0.002839 	 0.000341 
1.306000 	 0.739009 	 0.365464 	 0.100495 	 0.019281 	 0.002848 	 0.000342 
1.307000 	 0.738644 	 0.365644 	 0.100630 	 0.019322 	 0.002856 	 0.000343 
1.308000 	 0.738278 	 0.365823 	 0.100765 	 0.019364 	 0.002864 	 0.000345 
1.309000 	 0.737912 	 0.366001 	 0.100899 	 0.019405 	 0.002873 	 0.000346 
1.310000 	 0.737546 	 0.366180 	 0.101034 	 0.019447 	 0.002881 	 0.000347 
1.311000 	 0.737179 	 0.366358 	 0.101169 	 0.019489 	 0.002890 	 0.000349 
1.312000 	 0.736813 	 0.366537 	 0.101304 	 0.019530 	 0.002898 	 0.000350 
1.313000 	 0.736446 	 0.366714 	 0.101439 	 0.019572 	 0.002907 	 0.000351 
1.314000 	 0.736080 	 0.366892 	 0.101574 	 0.019614 	 0.002915 	 0.000353 
1.315000 	 0.735713 	 0.367070 	 0.101709 	 0.019656 	 0.002924 	 0.000354 
1.316000 	 0.735345 	 0.367247 	 0.101844 	 0.019698 	 0.002932 	 0.000355 
1.317000 	 0.734978 	 0.367424 	 0.101979 	 0.019740 	 0.002941 	 0.000356 
1.318000 	 0.734611 	 0.367601 	 0.102114 	 0.019782 	 0.002949 	 0.000358 
1.319000 	 0.734243 	 0.367778 	 0.102249 	 0.019824 	 0.002958 	 0.000359 
1.320000 	 0.733875 	 0.367954 	 0.102385 	 0.019866 	 0.002967 	 0.000360 
1.321000 	 0.733507 	 0.368131 	 0.102520 	 0.019908 	 0.002975 	 0.000362 
1.322000 	 0.733139 	 0.368307 	 0.102655 	 0.019951 	 0.002984 	 0.000363 
1.323000 	 0.732770 	 0.368482 	 0.102791 	 0.019993 	 0.002993 	 0.000364 
1.324000 	 0.732402 	 0.368658 	 0.102926 	 0.020035 	 0.003001 	 0.000366 
1.325000 	 0.732033 	 0.368833 	 0.103061 	 0.020078 	 0.003010 	 0.000367 
1.326000 	 0.731664 	 0.369009 	 0.103197 	 0.020120 	 0.003019 	 0.000368 
1.327000 	 0.731295 	 0.369184 	 0.103333 	 0.020163 	 0.003027 	 0.000370 
1.328000 	 0.730926 	 0.369358 	 0.103468 	 0.020205 	 0.003036 	 0.000371 
1.329000 	 0.730556 	 0.369533 	 0.103604 	 0.020248 	 0.003045 	 0.000373 
1.330000 	 0.730187 	 0.369707 	 0.103739 	 0.020291 	 0.003054 	 0.000374 
1.331000 	 0.729817 	 0.369881 	 0.103875 	 0.020333 	 0.003063 	 0.000375 
1.332000 	 0.729447 	 0.370055 	 0.104011 	 0.020376 	 0.003071 	 0.000377 
