0.841471	0.174355
0.891207	0.077780
0.932039	-0.021896
0.963558	-0.120699
0.985450	-0.214690
0.997495	-0.300122
0.999574	-0.373589
0.991665	-0.432162
0.973848	-0.473507
0.946300	-0.495974
0.909297	-0.498668
0.863209	-0.481482
0.808496	-0.445101
0.745705	-0.390975
0.675463	-0.321262
0.598472	-0.238741
0.515501	-0.146703
0.427380	-0.048816
0.334988	0.051017
0.239249	0.148817
0.141120	0.240683
0.041581	0.322954
-0.058374	0.392350
-0.157746	0.446104
-0.255541	0.482074
-0.350783	0.498825
-0.442520	0.495689
-0.529836	0.472791
-0.611858	0.431045
-0.687766	0.372114
-0.756802	0.298349
-0.818277	0.212689
-0.871576	0.118550
-0.916166	0.019685
-0.951602	-0.079965
-0.977530	-0.176427
-0.993691	-0.265856
-0.999923	-0.344685
-0.996165	-0.409774
-0.982453	-0.458525
-0.958924	-0.488997
-0.925815	-0.499974
-0.883455	-0.491019
-0.832267	-0.462488
-0.772764	-0.415519
-0.705540	-0.351985
-0.631267	-0.274419
-0.550686	-0.185912
-0.464602	-0.089993
-0.373877	0.009513
-0.279415	0.108640
-0.182163	0.203436
-0.083089	0.290122
0.016814	0.365241
0.116549	0.425799
0.215120	0.469382
0.311541	0.494253
0.404850	0.499419
0.494113	0.484674
0.578440	0.450608
0.656987	0.398576
0.728969	0.330655
0.793668	0.249552
0.850437	0.158500
0.898708	0.061129
0.938000	-0.038679
0.967920	-0.136945
0.988168	-0.229751
0.998543	-0.313398
0.998941	-0.384551
0.989358	-0.440373
0.969890	-0.478639
0.940731	-0.497822
0.902172	-0.497160
0.854599	-0.476677
0.798487	-0.437190
0.734397	-0.380274
0.662969	-0.308198
0.584917	-0.223835
0.501021	-0.130548
0.412118	-0.032057
0.319098	0.067712
0.222890	0.164782
0.124454	0.255283
0.024775	0.335606
-0.075151	0.402549
-0.174327	0.453445
-0.271761	0.486263
-0.366479	0.499695
-0.457536	0.493205
-0.544021	0.467054
-0.625071	0.422282
-0.699875	0.360675
-0.767686	0.284690
-0.827826	0.197354
-0.879696	0.102151
-0.922775	0.002875
-0.956635	-0.096515
-0.980936	-0.192058
-0.995436	-0.279944
-0.999990	-0.356669
-0.994553	-0.419175
-0.979178	-0.464970
-0.954019	-0.492228
-0.919329	-0.499862
-0.875452	-0.487569
-0.822829	-0.455838
-0.761984	-0.405934
-0.693525	-0.339846
-0.618137	-0.260210
-0.536573	-0.170200
-0.449647	-0.073405
-0.358229	0.026316
-0.263232	0.124989
-0.165604	0.218678
-0.066322	0.303650
